time,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2001-07-25,17,0,1,0,125,0,0,9,0,0,686,0,182,0,299,8,0,0,245,0,0,0,2,16,0,0,0,2,205,0,0,0,0,0
2001-07-26,15,0,2,0,209,0,0,12,0,0,907,0,373,0,385,33,0,0,387,0,0,0,4,24,0,0,0,2,291,1,0,2,0,0
2001-07-27,23,0,7,2,219,0,0,58,0,0,592,0,194,0,405,57,2,0,551,0,0,0,6,17,5,0,0,0,276,8,0,2,0,0
2001-07-28,39,0,13,0,260,0,0,111,0,0,557,0,108,0,518,83,32,0,637,0,0,0,8,27,0,0,12,9,257,22,0,4,6,1
2001-07-29,41,1,15,0,234,0,0,9,0,0,803,0,410,18,544,104,113,0,697,0,0,0,8,26,0,0,0,104,276,66,0,7,11,0
2001-07-30,48,2,7,10,238,0,0,20,0,0,1395,0,766,0,491,52,63,0,770,0,0,0,9,35,2,0,8,156,261,52,0,2,17,0
2001-07-31,44,14,16,0,240,1,10,156,0,0,2219,0,838,0,296,103,197,0,830,0,0,0,10,21,0,0,0,170,411,97,0,10,28,0
2001-08-01,47,14,28,0,301,1,0,15,0,0,1898,0,1043,0,308,168,218,0,989,0,0,0,10,35,0,0,0,6,518,149,0,29,19,3
2001-08-02,79,4,41,0,257,4,0,106,0,0,916,0,443,0,505,180,73,0,1173,0,0,0,16,59,0,0,0,4,323,145,0,27,9,13
2001-08-03,83,66,67,0,229,0,21,0,0,0,891,0,88,0,427,235,251,0,1105,0,0,0,18,88,0,0,3,78,314,231,0,47,68,23
2001-08-04,90,18,144,0,221,0,0,0,0,0,881,0,71,0,396,289,476,0,973,0,0,0,20,101,0,0,60,95,515,374,0,44,80,39
2001-08-05,101,0,78,0,297,0,0,0,0,0,1001,0,24,0,426,127,128,0,793,0,0,0,18,113,0,0,0,130,635,384,0,0,0,46
2001-08-06,89,0,15,0,348,0,0,0,0,0,1469,0,27,0,571,41,5,0,416,0,0,0,13,97,0,0,0,282,378,62,0,0,0,16
2001-08-07,44,0,11,0,344,0,0,0,0,0,1723,0,36,0,515,45,18,0,410,0,0,0,10,51,0,0,0,200,356,69,0,0,0,2
2001-08-08,49,2,30,0,403,0,0,0,0,0,1142,0,29,0,562,114,175,0,504,0,0,0,12,77,0,0,0,50,474,189,0,8,19,18
2001-08-09,81,0,81,0,543,0,0,0,0,0,1017,0,24,0,648,174,271,0,709,0,0,0,21,115,0,0,0,61,863,364,0,6,15,36
2001-08-10,107,0,148,0,560,0,0,0,0,0,1030,0,11,0,705,211,294,0,784,0,0,0,26,124,0,0,0,121,1091,448,0,4,5,35
2001-08-11,71,0,5,0,396,0,0,0,0,0,1116,0,2,0,606,7,0,0,257,0,0,0,10,56,0,0,0,196,501,1,0,0,0,0
2001-08-12,9,0,0,0,61,0,0,0,0,0,1269,0,0,0,280,0,0,0,62,0,0,0,1,0,0,0,0,157,53,0,0,0,0,0
2001-08-13,4,0,0,0,10,0,0,0,0,0,1326,0,17,0,89,1,0,0,50,0,0,0,0,0,0,0,0,93,3,0,0,0,0,0
2001-08-14,15,0,0,0,92,0,0,49,0,0,971,0,335,0,189,12,2,0,207,0,0,0,3,1,0,0,0,30,62,0,0,0,3,0
2001-08-15,24,16,4,50,143,3,23,939,0,0,668,0,396,3,241,43,56,0,427,0,0,0,5,13,69,0,158,2,161,31,0,2,20,0
2001-08-16,23,37,10,0,157,0,51,481,0,0,439,0,32,0,215,78,154,0,540,1,0,0,7,28,0,0,442,0,281,103,0,11,39,2
2001-08-17,27,19,16,0,165,0,6,0,0,3,159,0,34,0,204,103,187,0,590,22,0,27,7,26,0,0,113,0,341,115,0,12,42,2
2001-08-18,21,20,13,0,174,0,6,0,0,0,238,0,15,0,223,96,236,0,400,0,0,0,4,21,0,0,38,0,370,106,0,10,47,1
2001-08-19,13,20,11,0,183,0,8,0,0,0,387,0,12,0,219,97,234,0,445,0,0,0,4,18,0,0,107,0,405,132,0,13,45,0
2001-08-20,17,4,22,0,255,0,0,0,0,0,672,0,41,0,264,106,156,0,437,6,0,0,4,25,0,0,49,39,425,141,0,6,15,1
2001-08-21,17,0,2,0,237,0,0,0,0,0,1073,0,34,0,240,21,3,0,401,1,0,0,4,11,0,0,0,41,346,20,0,0,0,0
2001-08-22,21,0,1,0,119,0,0,0,0,0,1483,0,86,0,260,14,4,0,272,0,0,0,5,8,0,0,0,56,174,8,0,0,0,0
2001-08-23,20,0,4,3,73,0,0,4,0,0,1734,0,180,0,223,24,3,0,340,0,0,0,6,1,3,0,0,96,164,0,0,1,0,0
2001-08-24,18,0,4,22,71,0,0,112,0,0,2070,0,561,0,160,22,14,0,440,0,0,0,6,0,21,0,0,213,110,0,0,1,0,0
2001-08-25,18,0,5,66,113,0,0,318,0,0,1405,0,1217,0,187,35,46,0,480,0,0,0,6,5,58,0,9,115,133,27,0,1,6,0
2001-08-26,20,4,12,58,109,0,0,543,0,0,902,0,859,0,235,78,88,0,604,0,2,0,6,9,24,0,14,12,175,61,0,7,9,0
2001-08-27,26,12,16,0,88,0,0,0,0,0,984,0,486,0,224,111,134,0,673,0,0,0,6,13,0,0,0,13,128,70,0,19,17,0
2001-08-28,19,0,6,0,96,0,0,0,0,0,815,0,462,0,235,34,0,0,722,0,0,0,5,10,0,0,0,4,65,0,0,1,0,0
2001-08-29,28,0,5,0,22,0,0,0,0,0,538,0,107,0,290,26,0,0,689,0,0,0,5,13,0,0,0,4,0,0,0,1,0,0
2001-08-30,29,0,3,0,0,0,0,0,0,0,412,0,38,0,203,16,0,0,380,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0
2001-08-31,21,0,0,0,0,0,0,0,0,0,388,0,3,0,122,2,0,0,261,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0
2001-09-01,10,0,0,0,26,0,0,0,0,0,356,0,0,0,132,0,0,0,136,0,0,0,0,1,0,0,0,45,28,0,0,0,0,0
2001-09-02,0,0,0,0,47,0,0,0,0,0,489,0,0,0,207,0,0,0,44,0,0,0,0,0,0,0,0,133,43,0,0,0,0,0
2001-09-03,0,0,0,0,0,0,0,0,0,0,645,0,0,0,143,0,0,0,20,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0
2001-09-04,0,0,0,0,0,0,0,0,0,0,705,0,0,0,81,0,0,0,29,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0
2001-09-05,0,0,0,0,2,0,0,0,0,0,494,0,0,0,75,0,0,0,30,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0
2001-09-06,0,0,0,0,0,0,0,0,0,0,94,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-07,0,0,0,0,0,0,0,0,0,0,156,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
2001-09-08,0,0,0,0,0,0,0,0,0,0,357,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0
2001-09-09,0,0,0,0,0,0,0,0,0,0,446,0,0,0,32,0,0,0,22,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0
2001-09-10,0,0,0,0,6,0,0,0,0,0,309,0,0,0,78,0,0,0,14,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
2001-09-11,0,0,0,0,0,0,0,0,0,0,155,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-12,0,0,0,0,0,0,0,0,0,0,108,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-13,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-14,0,0,0,0,0,0,0,0,0,0,163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2001-09-15,0,0,0,0,0,0,0,0,0,0,271,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
2001-09-16,0,0,0,0,0,0,0,0,0,0,442,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0
2001-09-17,0,0,0,0,1,0,0,0,0,0,211,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
2001-09-18,0,0,0,0,14,0,0,0,0,0,12,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
2001-09-19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2001-09-20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,120,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,56,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-24,2,0,0,0,55,0,0,0,0,0,1,0,0,0,99,0,0,0,85,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0
2001-09-25,0,0,0,0,16,0,0,0,0,0,0,0,0,0,216,0,0,0,37,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2001-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-02,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-04,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-05,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-06,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-07,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-29,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
